crop_id,dataset_path,polygon_rank_x,joint_position,board,package,cell,viewpoint,class,group_id,split,split_hash
SolDef_AI/Dataset/CS1/R0805/V2/WIN_20220330_13_22_42_Pro.jpg#2,SolDef_AI/Dataset/CS1/R0805/V2/WIN_20220330_13_22_42_Pro.jpg,2,right,CS1,R0805,CS1/R0805,V2,insufficient,manual_020,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_20_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_20_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_021,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_20_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_20_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_021,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_31_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_31_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_022,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_31_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_31_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,normal,manual_022,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_56_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_56_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,spike,manual_023,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_56_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_48_56_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_023,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_05_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_05_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,normal,manual_024,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_05_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_05_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_024,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_24_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_24_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,normal,manual_025,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_24_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_24_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_025,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_35_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_35_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_026,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_35_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_35_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,normal,manual_026,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_50_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_50_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_027,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_50_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_49_50_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,normal,manual_027,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_04_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_04_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_028,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_04_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_04_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_028,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_17_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_17_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_029,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_17_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_17_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,normal,manual_029,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_38_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_38_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2.1,insufficient,manual_030,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_38_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2.1/WIN_20220330_13_50_38_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2.1,excess,manual_030,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_00_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_00_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_021,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_00_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_00_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,insufficient,manual_021,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_10_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_10_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_022,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_10_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_10_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,insufficient,manual_022,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_20_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_20_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_023,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_20_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_20_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,spike,manual_023,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_34_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_34_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,normal,manual_024,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_34_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_34_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,excess,manual_024,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_47_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_47_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_025,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_47_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_28_47_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,excess,manual_025,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_03_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_03_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,normal,manual_026,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_03_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_03_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,normal,manual_026,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_21_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_21_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,normal,manual_027,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_21_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_21_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,spike,manual_027,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_35_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_35_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_028,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_35_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_35_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,insufficient,manual_028,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_53_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_53_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,normal,manual_029,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_53_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_29_53_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,insufficient,manual_029,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_30_21_Pro.jpg#1,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_30_21_Pro.jpg,1,left,CS1,R1206,CS1/R1206,V2,excess,manual_030,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_30_21_Pro.jpg#2,SolDef_AI/Dataset/CS1/R1206/V2/WIN_20220330_13_30_21_Pro.jpg,2,right,CS1,R1206,CS1/R1206,V2,insufficient,manual_030,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_04_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_04_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,spike,manual_031,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_04_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_04_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_031,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_17_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_17_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_032,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_17_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_17_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_032,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_29_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_29_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_033,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_29_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_29_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_033,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_40_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_40_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_034,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_40_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_40_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_034,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_49_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_49_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_035,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_49_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_49_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,excess,manual_035,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_58_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_58_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_036,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_58_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_07_58_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_036,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_11_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_11_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,insufficient,manual_037,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_11_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_11_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_037,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_43_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_43_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,spike,manual_038,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_43_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_08_43_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_038,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_05_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_05_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,excess,manual_039,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_05_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_05_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_039,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_40_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_40_Pro.jpg,1,left,CS2,R0603,CS2/R0603,V2,spike,manual_040,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_40_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0603/V2/WIN_20220330_16_09_40_Pro.jpg,2,right,CS2,R0603,CS2/R0603,V2,spike,manual_040,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_05_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_05_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_041,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_05_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_05_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,spike,manual_041,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_26_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_26_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_042,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_26_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_14_26_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,normal,manual_042,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_17_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_17_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_043,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_17_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_17_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,spike,manual_043,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_27_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_27_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,insufficient,manual_044,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_27_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_27_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_044,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_38_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_38_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_045,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_38_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_38_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,spike,manual_045,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_49_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_49_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_046,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_49_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_15_49_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_046,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_02_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_02_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_047,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_02_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_02_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_047,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_16_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_16_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_048,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_16_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_16_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,spike,manual_048,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_29_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_29_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_049,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_29_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_16_29_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_049,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
